id,Title,Year,Runtime,Rating,Language,Country
3522,The Search for John Gissing,2001,91 min,7.0,English,"UK, USA"
3523,See Spot Run,2001,94 min,5.4,"English, American Sign Language","USA, Australia, Canada"
3524,Shooting War: World War II Combat Cameramen,2000,88 min,7.8,English,USA
3525,'The Simpsons': America's First Family,2000,50 min,8.4,English,UK
3526,Sister Mary Explains It All,2001,77 min,6.0,English,USA
3527,The Squale,2000,100 min,5.2,French,France
3528,The State's Conception,2000,,,English,USA
3529,Stepsister from Planet Weird,2000,85 min,5.9,English,USA
3530,Your Magical Spell Worked,2000,143 min,3.0,Hindi,India
3531,Trade Off,2000,95 min,5.4,English,USA
3532,Turn of Faith,2002,96 min,5.6,English,USA
3533,Une femme neuve,2000,,,,France
3534,Unfaithful,2002,124 min,6.7,"English, French","France, Germany, USA"
3535,Uprising,2001,177 min,7.2,English,USA
3536,Don't Let Go,2002,87 min,8.0,English,USA
3537,Veliki Odmor,2000,,8.5,,Croatia
3538,Our Lady of the Assassins,2000,101 min,6.8,Spanish,"Spain, France, Colombia"
3539,"White Farmers, Black Land",2001,,,,South Africa
3540,Hold-Up,2000,84 min,6.7,German,Austria
3541,Haven,2001,180 min,6.3,English,"Canada, USA"
3542,61*,2001,129 min,7.8,English,USA
3543,The Adventures of Cinderella's Daughter,2000,70 min,5.1,English,USA
3544,Almost a Woman,2002,97 min,6.1,"English, Spanish",USA
3545,American Babylon,2000,1 h 26 min,5.8,,
3546,Angel with an Attitude,2000,89 min,,English,USA
3547,Artifacts,2001,90 min,5.7,English,USA
3548,The Bogus Witch Project,2000,85 min,1.8,English,USA
3549,The Caprice,2000,91 min,5.6,English,USA
3550,Carnivore,2000,80 min,2.3,English,USA
3551,Ces forces obscures qui nous gouvernent,2000,,,French,France
3552,Series 7: The Contenders,2001,86 min,6.5,English,USA
3553,Crooked Earth,2001,100 min,5.7,English,New Zealand
3554,A Death in the Family,2002,91 min,6.2,English,USA
3555,Deception,2000,92 min,4.1,English,USA
3556,The Discovery of Heaven,2001,150 min,6.7,English,"Netherlands, UK"
3557,The Donor,2001,95 min,4.7,English,USA
3558,Double Bang,2001,104 min,5.0,English,USA
3559,The Edge of the Midway,2001,,,,USA
3560,Evolution,2001,101 min,6.1,English,USA
3561,Before the Storm,2000,106 min,7.1,Swedish,Sweden
3562,Metal Mayhem,2000,120 min,4.8,"Cantonese, English",Hong Kong
3563,Girl Gone Bad,2000,57 min,8.9,English,USA
3564,Gypsy 83,2001,94 min,6.9,English,USA
3565,Eine Hand schmiert die andere,2000,90 min,7.6,German,Germany
3566,Hart's War,2002,125 min,6.3,"English, German",USA
3567,Harvey's Speech,2001,,6.4,English,USA
3568,Howard Hughes: His Women and His Movies,2000,55 min,6.6,English,USA
3569,Innocence,2000,94 min,7.3,"English, French","Australia, Belgium"
3570,Involtini primavera,2002,,,Italian,Italy
3571,John Gabriel Borkman,2000,120 min,,German,Germany
3572,John Q,2002,116 min,7.1,"English, Spanish",USA
3573,Jumping for Joy,2002,94 min,6.4,English,USA
3574,Chilly Dogs,2001,86 min,4.5,English,"Canada, UK, Luxembourg"
3575,Koncert+Story,2000,,,,Hungary
3576,Letzter Wille,2000,,,German,Germany
3577,The Low Down,2000,96 min,5.8,English,UK
3578,Magic Rock,2001,94 min,6.2,English,USA
3579,"Mein Bruder, der Idiot",2000,87 min,6.7,German,Germany
3580,Mind Rage,2004,90 min,3.8,English,USA
3581,Nikita Blues,2001,85 min,5.3,English,USA
3582,Nowhere in Sight,2001,93 min,5.0,English,"Canada, USA"
3583,Nowheresville,2000,96 min,8.2,English,USA
3584,Primetime Murder,2000,85 min,6.3,English,"Italy, Canada"
3585,Rave Macbeth,2001,87 min,5.3,English,Germany
3586,The Remnant,2001,106 min,4.4,English,USA
3587,Rennie's Landing,2001,103 min,5.6,English,USA
3588,Risque,2001,,,English,USA
3589,Route 52,2002,,6.1,English,USA
3590,Peter Jennings Reporting: The Search for Jesus,2000,120 min,6.8,English,USA
3591,Siren,2000,102 min,5.7,Korean,South Korea
3592,Stageghost,2000,104 min,4.1,English,USA
3593,Stickmen,2001,98 min,6.7,English,New Zealand
3594,Take It to the Limit,2000,87 min,5.3,English,USA
3595,Time and Tide,2000,113 min,6.9,"Mandarin, Hokkien, Cantonese, English, Portuguese","Hong Kong, China"
3596,"To ja, zlodziej",2000,100 min,6.1,Polish,"Poland, South Africa"
3597,The Tunnel,2001,150 min,7.7,German,Germany
3598,Un morceau de soleil,2000,,4.3,,
3599,Blind Guys,2001,118 min,5.7,Hungarian,Hungary
3600,Venus,2002,110 min,6.1,Korean,South Korea
3601,What Makes a Family,2001,120 min,6.5,English,USA
3602,"Keep the Faith, Baby",2002,107 min,7.1,English,USA
3603,Het blinde recht,2000,,,,Netherlands
3604,Der Bockerer III - Die Brücke von Andau,2000,97 min,6.4,German,Austria
3605,Chico,2001,112 min,6.9,"Spanish, Hungarian, Serbian, English","Germany, Croatia, Hungary, Chile"
3606,David,2000,,,English,USA
3607,One Day in August,2001,106 min,6.6,Greek,Greece
3608,Deliberate Intent,2000,85 min,5.7,English,USA
3609,Doki doki densetsu mahou noburu guruguru,2000,45 min,6.2,,Japan
3610,The Empath,2002,,7.0,English,USA
3611,Ethirum Puthirum,1999,,4.0,Tamil,India
3612,Faces of Gore 3,2000,90 min,5.2,,USA
3613,Fast Sofa,2001,109 min,4.8,English,USA
3614,The Flunky,2000,,4.5,English,USA
3615,A Hard Look,2000,60 min,6.2,English,UK
3616,Honolulu Baby,2001,,6.2,Italian,Italy
3617,Jungle,2000,146 min,6.1,Hindi,India
3618,Km. 0 - Kilometer Zero,2000,108 min,7.0,Spanish,Spain
3619,Krieger und Liebhaber,2000,90 min,8.1,German,Germany
3620,Leaving the Land,2002,,,English,USA
3621,Lemmy,2002,111 min,8.0,"German, English",Germany
3622,Leo,2000,86 min,6.1,Spanish,Spain
3623,Let's Talk About It Now,2000,1 h,,,
3624,Long Time Dead,2002,94 min,4.7,English,"UK, France"
3625,The Love of Lionel's Life,2000,,6.2,English,Australia
3626,The Magic Act,2000,,,,USA
3627,Margaret: The Last Real Princess,2000,,,,
3628,No Place Like Home,2002,85 min,5.2,English,USA
3629,Nur das Blaue vom Himmel,2000,1 h 29 min,4.7,,
3630,Masterpiece,2000,115 min,5.5,Spanish,Spain
3631,The Papp Project,2001,,6.1,English,USA
3632,Pretty Cool,2006,92 min,4.2,English,USA
3633,Salsa Sweats,2000,,,,USA
3634,Saint Bernard,2000,105 min,5.4,Spanish,Spain
3635,Super Nerds,2000,,7.1,English,USA
3636,Tarkieb,2000,156 min,5.1,"Hindi, Urdu",India
3637,A Terceira Morte de Joaquim Bolívar,2000,104 min,6.9,Portuguese,Brazil
3638,Maid in Manhattan,2002,105 min,5.3,"English, French, Spanish",USA
3639,The Magnificent Ambersons,2002,150 min,6.2,English,USA
3640,Adieu Babylone,2001,91 min,5.9,"French, English, Spanish, Portuguese",France
3641,Ajax-Hark the Herald Angels Sing,2000,91 min,7.0,Dutch,Netherlands
3642,All the Queen's Men,2001,99 min,4.8,"English, German, Italian","Germany, Austria, USA"
3643,Almost Salinas,2001,92 min,6.0,English,USA
3644,Father's Toy,2000,52 min,,,Hong Kong
3645,Baby Blue,2001,119 min,6.4,"Dutch, English",Netherlands
3646,Beeper,2002,100 min,4.6,English,USA
3647,Bez tváre,2001,,,French,Czech Republic
3648,Bichhoo,2000,160 min,5.0,Hindi,India
3649,Bojangles,2001,101 min,6.9,English,USA
3650,Buffalo Soldiers,2001,98 min,6.8,"English, Turkish","UK, Germany"
3651,Buried Country,2000,74 min,,,Australia
3652,Bored Olives,2000,78 min,5.3,,"Australia, Japan"
3653,City of M,2000,102 min,6.5,Spanish,Peru
3654,Love Torn in a Dream,2000,120 min,7.2,"French, Portuguese, Spanish","France, Portugal, Chile"
3655,Daughter of Suicide,2000,72 min,7.5,English,USA
3656,Deham,2001,120 min,4.4,English,India
3657,Filler ve Çimen,2000,115 min,7.2,Turkish,Turkey
3658,Rabbit-Proof Fence,2002,94 min,7.4,"English, Aboriginal",Australia
3659,Followers,2000,87 min,7.3,English,USA
3660,Forever After,2001,,7.3,,"Australia, USA"
3661,Goodnight Moon,2001,,7.2,English,USA
3662,The Grey Zone,2001,108 min,7.0,"English, German",USA
3663,Hearts in Atlantis,2001,101 min,6.9,English,USA
3664,Heist,2001,109 min,6.5,English,"Canada, USA"
3665,History Lessons,2000,65 min,6.6,English,USA
3666,Maximum Penalty,2000,89 min,7.2,"Russian, Danish",Denmark
3667,In the City,2000,,,,
3668,Blue August,2000,90 min,5.3,"Cantonese, Mandarin",Hong Kong
3669,Liefje,2001,82 min,5.3,Dutch,Netherlands
3670,Mountain Lion: An American Hunter,2000,,7.4,English,USA
3671,Lost Voyage,2001,96 min,4.7,English,USA
3672,Ghislain Lambert's Bicycle,2001,119 min,6.5,French,"France, Belgium"
3673,The Man Who Used to Be Me,2000,88 min,5.0,English,"Canada, USA"
3674,Manic,2001,100 min,7.3,English,USA
3675,Less Is More,2000,91 min,4.1,Spanish,Spain
3676,Sherman's March,2000,60 min,6.8,English,USA
3677,101 Rent Boys,2000,78 min,6.2,English,USA
3678,23 marzo,2000,,,Italian,Italy
3679,Altweibersommer,2000,85 min,4.8,German,Germany
3680,American Pie 2,2001,108 min,6.4,English,USA
3681,Angels!,2000,86 min,5.6,English,USA
3682,Thank Heaven,2001,,4.5,English,USA
3683,What You Never Knew,2000,110 min,7.0,Spanish,Spain
3684,Baby of the Family,2002,,7.6,English,USA
3685,The Bunker,2001,88 min,5.5,English,UK
3686,Ask Me If I'm Happy,2000,100 min,7.1,Italian,Italy
3687,Les contes d'Hoffmann,2000,168 min,,French,France
3688,Love Life,2002,95 min,7.4,,UK
3689,Deadly Little Secrets,2002,97 min,4.5,English,Canada
3690,The Dinosaur Hunter,2000,91 min,5.4,English,Canada
3691,Down 'n Dirty,2000,102 min,3.8,English,USA
3692,Eban and Charley,2000,86 min,5.9,English,USA
3693,Dodson's Journey,2001,120 min,6.1,English,USA
3694,Fine and Mellow,2001,,,,Canada
3695,The Friends of Jesus - Judas,2001,91 min,5.7,Italian,Italy
3696,Godass,2000,73 min,5.5,English,USA
3697,Gold and Cinder,2001,,,English,Canada
3698,Living It Up,2000,112 min,6.0,Spanish,Spain
3699,My Best Friend's Wife,2001,85 min,5.3,English,USA
3700,High Heels and Low Lifes,2001,86 min,6.2,English,"UK, USA"
3701,Hollywood Rocks the Movies: The Early Years (1955-1970),2000,145 min,6.6,English,USA
3702,Interview,2000,107 min,6.2,Korean,South Korea
3703,Kumite,2000,,4.9,English,"USA, South Korea"
3704,Kunwara,2000,134 min,5.1,Hindi,India
3705,Syndare i sommarsol,2001,98 min,4.4,"Swedish, French","Sweden, Norway"
3706,Last Orders,2001,109 min,6.9,English,"UK, Germany"
3707,Last Party 2000,2001,90 min,6.4,English,USA
3708,Liebestod,2000,85 min,7.3,German,Germany
3709,Mademoiselle,2001,85 min,6.5,French,France
3710,Mind Games,2001,104 min,6.7,English,UK
3711,The Mix,2000,86 min,5.7,Persian,Iran
3712,The Life and Adventures of Nicholas Nickleby,2001,200 min,7.5,English,UK
3713,Nicolas,2001,90 min,7.5,English,USA
3714,The Nightlight,2000,,,,"Australia, France"
3715,No Turning Back,2001,98 min,5.8,English,"USA, Spain, Australia"
3716,Numero Bruno,2001,68 min,7.7,English,New Zealand
3717,Virgin Stripped Bare by Her Bachelors,2000,126 min,7.0,Korean,South Korea
3718,One Leg Kicking,2001,90 min,4.2,English,Singapore
3719,The Pianist,2002,150 min,8.5,"English, German, Russian","UK, France, Poland, Germany, USA"
3720,Sex Files: Pleasureville,2000,79 min,5.3,English,USA
3721,Pledge of Innocence,2001,93 min,4.6,English,USA
3722,When a Man Loves a Woman,2000,107 min,6.8,Italian,Italy
3723,This Is Not Paradise,2000,92 min,7.4,Italian,Italy
3724,Ready to Run,2000,96 min,5.3,English,"USA, New Zealand"
3725,A Regular Frankie Fan,2000,72 min,8.2,English,USA
3726,Reign of Fire,2002,101 min,6.2,English,"USA, UK, Ireland"
3727,Revolution #9,2001,90 min,6.9,English,USA
3728,The Atlantis Conspiracy,2001,90 min,4.2,English,USA
3729,Room Service,2000,,,German,Switzerland
3730,La répétition,2001,96 min,6.1,"French, Danish, English","France, Canada"
3731,Saint Jude,2000,90 min,6.1,"English, French",Canada
3732,Shoot or Be Shot,2002,90 min,5.0,,USA
3733,Sideshow,2000,90 min,4.6,English,USA
3734,Star Trek: Nemesis,2002,116 min,6.4,English,USA
3735,Superstar Limo,2001,,,English,USA
3736,Tempest Eye,2000,,,,
3737,Out Cold,2001,89 min,6.4,English,USA
3738,Everything Happens to Me,2001,108 min,6.8,Spanish,Spain
3739,The Martins,2001,87 min,5.5,English,UK
3740,The Triumph of Love,2001,112 min,5.9,"English, French","Italy, UK, Germany"
3741,Troublesome Night 7,2000,,4.6,Cantonese,Hong Kong
3742,Un homme à défendre,2001,,5.7,French,France
3743,The Sweetest Thing,2002,84 min,5.2,English,USA
3744,Vienna,2002,104 min,5.2,German,Germany
3745,Vom Küssen und vom Fliegen,2000,90 min,7.3,German,Germany
3746,Waking Up in Ireland,2001,,2.0,,Ireland
3747,The Warden,2001,94 min,6.0,English,"Canada, USA"
3748,Be Somebody,2002,101 min,6.2,English,USA
3749,And I Hate You So,2000,96 min,6.2,Cantonese,Hong Kong
3750,De zwarte meteoor,2000,107 min,6.5,Dutch,Netherlands
3751,The Adulterer,2000,85 min,7.3,,USA
3752,The Anniversary Party,2001,115 min,6.2,English,USA
3753,Antietam: A Documentary Drama,2000,,5.8,English,USA
3754,Apariencias,2000,94 min,5.9,Spanish,Argentina
3755,Automat Kalaschnikow,2000,95 min,7.4,German,Germany
3756,B-Movie,2000,55 min,,,Germany
3757,The Boxing Prince,2002,100 min,7.5,German,Germany
3758,Brothers,2000,98 min,2.2,English,UK
3759,CQ,2001,88 min,6.2,"English, French, Italian","France, Italy, Luxembourg, USA"
3760,Claim,2002,93 min,5.5,"English, Spanish","Netherlands, Argentina"
3761,Unfair Competition,2001,110 min,6.9,Italian,"Italy, France"
3762,L'incoronazione di Poppea,2000,166 min,8.4,Italian,France
3763,De l'histoire ancienne,2000,119 min,5.8,French,France
3764,Dead Awake,2001,100 min,5.2,English,Canada
3765,The Defectors,2001,103 min,5.1,English,Canada
3766,The Designing Hostess Part 1,2000,,,English,USA
3767,Glissement de terrain,2001,,,French,France
3768,Dog Eat Dog,2001,93 min,5.1,English,"UK, Germany"
3769,Enter,2000,50 min,,,Germany
3770,Les fantômes de Victoria,2000,54 min,,,Belgium
3771,Imago,2001,105 min,6.8,French,France
3772,Comedy of Innocence,2000,100 min,6.6,French,France
3773,The Fourth Angel,2001,96 min,5.3,"English, French, Serbo-Croatian","UK, Canada"
3774,Stepping Out,2000,64 min,,"German, English",Germany
3775,Glow,2000,,5.9,English,USA
3776,Das Glück sitzt auf dem Dach,2001,87 min,5.8,German,Germany
3777,Home Sweet Home,2001,85 min,,"French, English","Zimbabwe, France"
3778,The Inside Story,2002,85 min,7.0,English,Australia
3779,Inwazja mocy RMF FM: Joe Cocker i inni w Lodzi,2000,,,Polish,Poland
3780,Making Metamorphosis,2001,82 min,7.8,English,USA
3781,Johnny the Amazing Firetruck,2000,,7.7,English,USA
3782,Sex and Lucía,2001,128 min,7.1,"Spanish, English","Spain, France"
3783,Kumar Talkies,2000,1 h 16 min,,,
3784,Liberté-Oléron,2001,107 min,6.5,"French, English",France
3785,"La loire, Agnès et les garçons",2000,,6.6,French,France
3786,Makah: The Whale Harvesters,2000,117 min,,,Germany
3787,Meat Wagon,2001,,,English,USA
3788,Muse 6,2000,,,English,USA
3789,The Moving True Story of a Woman Ahead of Her Time,2001,110 min,7.1,"Dutch, Frisian",Netherlands
3790,Of Civil Wrongs & Rights: The Fred Korematsu Story,2000,60 min,6.8,English,USA
3791,Olive Juice,2001,88 min,4.6,English,USA
3792,On Tiptoe: The Music of Ladysmith Black Mambazo,2000,58 min,8.2,English,USA
3793,They Call This... Spring,2001,104 min,6.3,French,France
3794,On n'a qu'une vie,2000,100 min,7.1,French,"Malta, France, Italy"
3795,One Eyed King,2001,105 min,5.6,English,USA
3796,Oskar Sala: The Former Future of Sound,2000,98 min,,German,Germany
3797,The Piano Teacher,2001,131 min,7.5,"French, German","Austria, France, Germany"
3798,The Point Men,2001,100 min,4.4,English,"UK, France, Luxembourg, USA"
3799,Porno Film,2000,80 min,5.2,"Slovenian, Serbian, Russian",Slovenia
3800,Prüfstand VII,2002,112 min,7.7,German,Germany
3801,Queen: The Making of an American Beauty,2000,91 min,7.0,English,USA
3802,Roots,2001,,,"English, Russian, Polish, Ukrainian",USA
3803,Sanam,2000,88 min,6.3,Persian,Iran
3804,Score,2001,,6.9,,UK
3805,The Red Siren,2002,118 min,5.3,"French, English, Portuguese",France
3806,Sommerwind,2001,,5.5,German,Germany
3807,Split Decision,2001,75 min,7.5,English,USA
3808,Le stade de Wimbledon,2001,69 min,6.3,"French, English, Italian",France
3809,A Trip to the Country,2000,75 min,6.9,French,"Cameroon, France, Germany"
3810,Vienna Art Orchestra on Tour,2000,,,German,Austria
3811,Z niewielka pomoca moich przyjaciol. Joe Cocker,2000,,,Polish,Poland
3812,Aaghaaz,2000,153 min,4.4,Hindi,India
3813,This Side of Heaven,2000,,,,"Canada, USA"
3814,"Barbeau, libre comme l'art",2000,50 min,3.7,,Canada
3815,Burisuta,2000,108 min,6.3,"Japanese, English",Japan
3816,Cage in Box Elder,2000,90 min,4.7,English,USA
3817,Call Him Jess,2000,82 min,8.1,Spanish,Spain
3818,China: The Panda Adventure,2001,48 min,6.0,English,USA
3819,Common Wealth,2000,110 min,7.3,Spanish,Spain
3820,The Circle,2000,90 min,7.4,Persian,"Iran, Italy, Switzerland"
3821,Deewane,2000,164 min,4.6,Hindi,India
3822,Dhadkan,2000,161 min,6.5,Hindi,India
3823,Dhaai Akshar Prem Ke,2000,167 min,3.7,"Hindi, English",India
3824,Dil Pe Mat Le Yaar!!,2000,148 min,5.0,Hindi,India
3825,Dogwoman: The Legend of Dogwoman,2001,94 min,6.8,English,Australia
3826,En mi reloj siempre son las 5 y 15,2000,50 min,,Spanish,Colombia
3827,England!,2000,97 min,7.0,"German, Russian",Germany
3828,Freedom,2000,96 min,7.0,"French, Arabic, Berber languages","France, Portugal, Lithuania"
3829,Gajes del oficio,2000,,,Spanish,Colombia
3830,Game Day,2000,,6.7,English,USA
3831,The Goddess of 1967,2000,119 min,6.9,"English, Japanese",Australia
3832,Godzilla vs. Megaguirus,2000,105 min,6.2,Japanese,Japan
3833,Hamara Dil Aapke Paas Hai,2000,165 min,5.6,Hindi,India
3834,Hit & Run,2000,45 min,6.7,English,USA
3835,I.K.U.,2000,73 min,3.9,"Japanese, English",Japan
3836,Living Hell,2000,104 min,5.6,Japanese,Japan
3837,Jonathan Winters: On the Loose,2000,60 min,8.1,English,USA
3838,Power and Beauty,2002,96 min,5.3,English,USA
3839,Justin Brown,2001,,,,
3840,Kamen gakuen,2001,90 min,5.4,Japanese,Japan
3841,Khiladi 420,2000,157 min,5.3,Hindi,India
3842,Kurukshetra,2000,129 min,6.0,Hindi,India
3843,Lansdown,2001,80 min,4.0,English,USA
3844,The Last Brickmaker in America,2001,85 min,7.3,English,USA
3845,Liam,2000,90 min,6.9,"English, Latin","UK, Germany, France, Italy"
3846,Little Red,2000,85 min,5.3,English,USA
3847,Durian Durian,2000,116 min,7.1,"Mandarin, Cantonese","Hong Kong, France, China"
3848,Lo mejor de cada casa (una semana en el parque),2000,117 min,7.6,Spanish,Spain
3849,March,2001,92 min,7.7,English,USA
3850,My Life Is a Movie,2000,,,English,USA
3851,A Sure Deal,2001,94 min,6.8,Spanish,Chile
3852,Nice Guys,2000,,,English,USA
3853,Now & Forever,2002,101 min,6.3,English,Canada
3854,Olympic Games 1956,2000,104 min,,English,Australia
3855,Deadly Engagement,2002,92 min,3.9,English,"Canada, Czech Republic"
3856,The Ruination of Men,2000,106 min,6.9,Spanish,"Mexico, Spain"
3857,The Pig Farm,2000,77 min,5.4,English,USA
3858,Pinocchio,2002,108 min,4.4,Italian,Italy
3859,The Privateers,2000,,7.9,English,USA
3860,Raja Ko Rani Se Pyar Ho Gaya,2000,148 min,3.1,Hindi,India
3861,Rebels with a Cause,2000,110 min,7.6,English,USA
3862,Schmooze Dance,2000,,,English,USA
3863,Second Generation,2000,80 min,4.6,"English, Hindi, Japanese",UK
3864,The Isle,2000,90 min,7.0,Korean,South Korea
3865,Snow White: The Fairest of Them All,2001,93 min,5.8,English,"Canada, Germany, USA"
3866,Terrorama!,2001,103 min,7.0,Dutch,Netherlands
3867,Cop Abula,2000,,7.8,Mandarin,Taiwan
3868,Tortilla Soup,2001,102 min,6.7,"English, Spanish",USA
3869,The Wrestlers,2000,99 min,6.7,Bengali,India
3870,Arian's Journey,2000,104 min,7.0,Spanish,Spain
3871,Manhood and Other Modern Dilemmas,2000,82 min,6.2,French,France
3872,Wishcraft,2002,102 min,5.2,English,USA
3873,Wrist,2000,,,,USA
3874,Zubeidaa,2001,153 min,6.2,"Hindi, Urdu, Rajasthani",India
